station_id,date,element,value,measurement_flag,quality_flag,source_flag,year_month
HIST202407,2024-01-02,TMAX,11.8,,,synthetic,2024-01
HIST202407,2024-01-02,TMIN,1.4,,,synthetic,2024-01
HIST202407,2024-01-02,PRCP,0.0,,,synthetic,2024-01
HIST202408,2024-01-02,TMAX,12.3,,,synthetic,2024-01
HIST202408,2024-01-02,TMIN,3.1,,,synthetic,2024-01
HIST202408,2024-01-02,PRCP,0.0,,,synthetic,2024-01
HIST202409,2024-01-02,TMAX,8.3,,,synthetic,2024-01
HIST202409,2024-01-02,TMIN,-2.8,,,synthetic,2024-01
HIST202409,2024-01-02,PRCP,4.5,,,synthetic,2024-01
HIST202410,2024-01-02,TMAX,13.2,,,synthetic,2024-01
HIST202410,2024-01-02,TMIN,2.7,,,synthetic,2024-01
HIST202410,2024-01-02,PRCP,0.0,,,synthetic,2024-01
HIST202411,2024-01-02,TMAX,14.6,,,synthetic,2024-01
HIST202411,2024-01-02,TMIN,3.4,,,synthetic,2024-01
HIST202411,2024-01-02,PRCP,0.0,,,synthetic,2024-01
HIST202400,2024-01-03,TMAX,10.8,,,synthetic,2024-01
HIST202400,2024-01-03,TMIN,0.6,,,synthetic,2024-01
HIST202400,2024-01-03,PRCP,0.0,,,synthetic,2024-01
HIST202401,2024-01-03,TMAX,12.4,,,synthetic,2024-01
HIST202401,2024-01-03,TMIN,3.1,,,synthetic,2024-01
HIST202401,2024-01-03,PRCP,0.0,,,synthetic,2024-01
HIST202402,2024-01-03,TMAX,12.1,,,synthetic,2024-01
HIST202402,2024-01-03,TMIN,3.4,,,synthetic,2024-01
HIST202402,2024-01-03,PRCP,3.1,,,synthetic,2024-01
HIST202403,2024-01-03,TMAX,10.7,,,synthetic,2024-01
HIST202403,2024-01-03,TMIN,-0.7,,,synthetic,2024-01
HIST202403,2024-01-03,PRCP,0.0,,,synthetic,2024-01
HIST202404,2024-01-03,TMAX,16.2,,,synthetic,2024-01
HIST202404,2024-01-03,TMIN,6.3,,,synthetic,2024-01
HIST202404,2024-01-03,PRCP,0.0,,,synthetic,2024-01
HIST202405,2024-01-03,TMAX,13.5,,,synthetic,2024-01
HIST202405,2024-01-03,TMIN,2.8,,,synthetic,2024-01
HIST202405,2024-01-03,PRCP,0.0,,,synthetic,2024-01
HIST202406,2024-01-03,TMAX,10.7,,,synthetic,2024-01
HIST202406,2024-01-03,TMIN,0.5,,,synthetic,2024-01
HIST202406,2024-01-03,PRCP,0.0,,,synthetic,2024-01
HIST202407,2024-01-03,TMAX,11.5,,,synthetic,2024-01
HIST202407,2024-01-03,TMIN,0.5,,,synthetic,2024-01
HIST202407,2024-01-03,PRCP,0.0,,,synthetic,2024-01
HIST202408,2024-01-03,TMAX,16.8,,,synthetic,2024-01
HIST202408,2024-01-03,TMIN,8.2,,,synthetic,2024-01
HIST202408,2024-01-03,PRCP,0.0,,,synthetic,2024-01
HIST202409,2024-01-03,TMAX,11.9,,,synthetic,2024-01
HIST202409,2024-01-03,TMIN,3.3,,,synthetic,2024-01
HIST202409,2024-01-03,PRCP,0.0,,,synthetic,2024-01
HIST202410,2024-01-03,TMAX,10.7,,,synthetic,2024-01
HIST202410,2024-01-03,TMIN,-0.3,,,synthetic,2024-01
HIST202410,2024-01-03,PRCP,0.9,,,synthetic,2024-01
HIST202411,2024-01-03,TMAX,13.8,,,synthetic,2024-01
HIST202411,2024-01-03,TMIN,1.9,,,synthetic,2024-01
HIST202411,2024-01-03,PRCP,0.0,,,synthetic,2024-01
HIST202400,2024-01-04,TMAX,7.9,,,synthetic,2024-01
HIST202400,2024-01-04,TMIN,-1.0,,,synthetic,2024-01
HIST202400,2024-01-04,PRCP,0.0,,,synthetic,2024-01
HIST202401,2024-01-04,TMAX,13.4,,,synthetic,2024-01
HIST202401,2024-01-04,TMIN,1.4,,,synthetic,2024-01
HIST202401,2024-01-04,PRCP,0.0,,,synthetic,2024-01
HIST202402,2024-01-04,TMAX,13.9,,,synthetic,2024-01
HIST202402,2024-01-04,TMIN,4.1,,,synthetic,2024-01
HIST202402,2024-01-04,PRCP,0.9,,,synthetic,2024-01
HIST202403,2024-01-04,TMAX,9.4,,,synthetic,2024-01
HIST202403,2024-01-04,TMIN,1.4,,,synthetic,2024-01
HIST202403,2024-01-04,PRCP,0.0,,,synthetic,2024-01
HIST202404,2024-01-04,TMAX,10.8,,,synthetic,2024-01
HIST202404,2024-01-04,TMIN,2.8,,,synthetic,2024-01
HIST202404,2024-01-04,PRCP,0.0,,,synthetic,2024-01
HIST202405,2024-01-04,TMAX,17.9,,,synthetic,2024-01
HIST202405,2024-01-04,TMIN,8.0,,,synthetic,2024-01
HIST202405,2024-01-04,PRCP,0.5,,,synthetic,2024-01
HIST202406,2024-01-04,TMAX,10.8,,,synthetic,2024-01
HIST202406,2024-01-04,TMIN,-0.4,,,synthetic,2024-01
HIST202406,2024-01-04,PRCP,1.5,,,synthetic,2024-01
HIST202407,2024-01-04,TMAX,10.8,,,synthetic,2024-01
HIST202407,2024-01-04,TMIN,-1.0,,,synthetic,2024-01
HIST202407,2024-01-04,PRCP,0.0,,,synthetic,2024-01
HIST202408,2024-01-04,TMAX,12.2,,,synthetic,2024-01
HIST202408,2024-01-04,TMIN,2.0,,,synthetic,2024-01
HIST202408,2024-01-04,PRCP,0.0,,,synthetic,2024-01
HIST202409,2024-01-04,TMAX,11.4,,,synthetic,2024-01
HIST202409,2024-01-04,TMIN,3.2,,,synthetic,2024-01
HIST202409,2024-01-04,PRCP,0.0,,,synthetic,2024-01
HIST202410,2024-01-04,TMAX,13.7,,,synthetic,2024-01
HIST202410,2024-01-04,TMIN,2.9,,,synthetic,2024-01
HIST202410,2024-01-04,PRCP,0.0,,,synthetic,2024-01
HIST202411,2024-01-04,TMAX,19.3,,,synthetic,2024-01
HIST202411,2024-01-04,TMIN,8.9,,,synthetic,2024-01
HIST202411,2024-01-04,PRCP,1.8,,,synthetic,2024-01
HIST202400,2024-01-05,TMAX,11.6,,,synthetic,2024-01
HIST202400,2024-01-05,TMIN,0.5,,,synthetic,2024-01
HIST202400,2024-01-05,PRCP,5.5,,,synthetic,2024-01
HIST202401,2024-01-05,TMAX,16.7,,,synthetic,2024-01
HIST202401,2024-01-05,TMIN,8.5,,,synthetic,2024-01
HIST202401,2024-01-05,PRCP,0.0,,,synthetic,2024-01
HIST202402,2024-01-05,TMAX,16.8,,,synthetic,2024-01
HIST202402,2024-01-05,TMIN,5.5,,,synthetic,2024-01
HIST202402,2024-01-05,PRCP,0.0,,,synthetic,2024-01
HIST202403,2024-01-05,TMAX,10.6,,,synthetic,2024-01
HIST202403,2024-01-05,TMIN,-1.1,,,synthetic,2024-01
HIST202403,2024-01-05,PRCP,0.0,,,synthetic,2024-01
HIST202404,2024-01-05,TMAX,15.4,,,synthetic,2024-01
HIST202404,2024-01-05,TMIN,4.0,,,synthetic,2024-01
HIST202404,2024-01-05,PRCP,0.0,,,synthetic,2024-01
HIST202405,2024-01-05,TMAX,11.8,,,synthetic,2024-01
HIST202405,2024-01-05,TMIN,3.7,,,synthetic,2024-01
HIST202405,2024-01-05,PRCP,12.3,,,synthetic,2024-01
HIST202406,2024-01-05,TMAX,9.6,,,synthetic,2024-01
HIST202406,2024-01-05,TMIN,-1.3,,,synthetic,2024-01
HIST202406,2024-01-05,PRCP,0.0,,,synthetic,2024-01
HIST202407,2024-01-05,TMAX,13.0,,,synthetic,2024-01
HIST202407,2024-01-05,TMIN,1.7,,,synthetic,2024-01
HIST202407,2024-01-05,PRCP,0.0,,,synthetic,2024-01
HIST202408,2024-01-05,TMAX,14.5,,,synthetic,2024-01
HIST202408,2024-01-05,TMIN,6.4,,,synthetic,2024-01
HIST202408,2024-01-05,PRCP,2.3,,,synthetic,2024-01
HIST202409,2024-01-05,TMAX,13.6,,,synthetic,2024-01
HIST202409,2024-01-05,TMIN,3.1,,,synthetic,2024-01
HIST202409,2024-01-05,PRCP,0.0,,,synthetic,2024-01
HIST202410,2024-01-05,TMAX,12.3,,,synthetic,2024-01
HIST202410,2024-01-05,TMIN,2.2,,,synthetic,2024-01
HIST202410,2024-01-05,PRCP,0.0,,,synthetic,2024-01
HIST202411,2024-01-05,TMAX,13.2,,,synthetic,2024-01
HIST202411,2024-01-05,TMIN,2.2,,,synthetic,2024-01
HIST202411,2024-01-05,PRCP,0.0,,,synthetic,2024-01
HIST202400,2024-01-06,TMAX,13.7,,,synthetic,2024-01
HIST202400,2024-01-06,TMIN,4.8,,,synthetic,2024-01
HIST202400,2024-01-06,PRCP,7.0,,,synthetic,2024-01
HIST202401,2024-01-06,TMAX,14.2,,,synthetic,2024-01
HIST202401,2024-01-06,TMIN,2.4,,,synthetic,2024-01
HIST202401,2024-01-06,PRCP,0.0,,,synthetic,2024-01
HIST202402,2024-01-06,TMAX,13.7,,,synthetic,2024-01
HIST202402,2024-01-06,TMIN,2.8,,,synthetic,2024-01
HIST202402,2024-01-06,PRCP,3.2,,,synthetic,2024-01
HIST202403,2024-01-06,TMAX,13.2,,,synthetic,2024-01
HIST202403,2024-01-06,TMIN,1.9,,,synthetic,2024-01
HIST202403,2024-01-06,PRCP,6.4,,,synthetic,2024-01
HIST202404,2024-01-06,TMAX,13.7,,,synthetic,2024-01
HIST202404,2024-01-06,TMIN,4.9,,,synthetic,2024-01
HIST202404,2024-01-06,PRCP,3.5,,,synthetic,2024-01
HIST202405,2024-01-06,TMAX,15.5,,,synthetic,2024-01
HIST202405,2024-01-06,TMIN,5.6,,,synthetic,2024-01
HIST202405,2024-01-06,PRCP,0.0,,,synthetic,2024-01
HIST202406,2024-01-06,TMAX,9.5,,,synthetic,2024-01
HIST202406,2024-01-06,TMIN,-1.4,,,synthetic,2024-01
HIST202406,2024-01-06,PRCP,2.4,,,synthetic,2024-01
HIST202407,2024-01-06,TMAX,13.9,,,synthetic,2024-01
HIST202407,2024-01-06,TMIN,3.4,,,synthetic,2024-01
HIST202407,2024-01-06,PRCP,0.0,,,synthetic,2024-01
HIST202408,2024-01-06,TMAX,15.2,,,synthetic,2024-01
HIST202408,2024-01-06,TMIN,6.3,,,synthetic,2024-01
HIST202408,2024-01-06,PRCP,0.0,,,synthetic,2024-01
HIST202409,2024-01-06,TMAX,9.7,,,synthetic,2024-01
HIST202409,2024-01-06,TMIN,-0.0,,,synthetic,2024-01
HIST202409,2024-01-06,PRCP,0.0,,,synthetic,2024-01
HIST202410,2024-01-06,TMAX,14.0,,,synthetic,2024-01
HIST202410,2024-01-06,TMIN,4.3,,,synthetic,2024-01
HIST202410,2024-01-06,PRCP,0.0,,,synthetic,2024-01
HIST202411,2024-01-06,TMAX,14.8,,,synthetic,2024-01
HIST202411,2024-01-06,TMIN,5.1,,,synthetic,2024-01
HIST202411,2024-01-06,PRCP,1.3,,,synthetic,2024-01
HIST202400,2024-01-07,TMAX,10.2,,,synthetic,2024-01
HIST202400,2024-01-07,TMIN,1.5,,,synthetic,2024-01
HIST202400,2024-01-07,PRCP,0.0,,,synthetic,2024-01
HIST202401,2024-01-07,TMAX,12.8,,,synthetic,2024-01
HIST202401,2024-01-07,TMIN,4.4,,,synthetic,2024-01
HIST202401,2024-01-07,PRCP,2.2,,,synthetic,2024-01
HIST202402,2024-01-07,TMAX,15.6,,,synthetic,2024-01
HIST202402,2024-01-07,TMIN,5.7,,,synthetic,2024-01
HIST202402,2024-01-07,PRCP,4.4,,,synthetic,2024-01
HIST202403,2024-01-07,TMAX,9.9,,,synthetic,2024-01
HIST202403,2024-01-07,TMIN,-1.9,,,synthetic,2024-01
HIST202403,2024-01-07,PRCP,0.0,,,synthetic,2024-01
HIST202404,2024-01-07,TMAX,15.6,,,synthetic,2024-01
HIST202404,2024-01-07,TMIN,5.5,,,synthetic,2024-01
HIST202404,2024-01-07,PRCP,0.0,,,synthetic,2024-01
HIST202405,2024-01-07,TMAX,14.3,,,synthetic,2024-01
HIST202405,2024-01-07,TMIN,5.7,,,synthetic,2024-01
HIST202405,2024-01-07,PRCP,0.0,,,synthetic,2024-01
HIST202406,2024-01-07,TMAX,12.8,,,synthetic,2024-01
HIST202406,2024-01-07,TMIN,3.2,,,synthetic,2024-01
HIST202406,2024-01-07,PRCP,0.0,,,synthetic,2024-01
HIST202407,2024-01-07,TMAX,10.7,,,synthetic,2024-01
HIST202407,2024-01-07,TMIN,2.6,,,synthetic,2024-01
HIST202407,2024-01-07,PRCP,0.0,,,synthetic,2024-01
HIST202408,2024-01-07,TMAX,13.9,,,synthetic,2024-01
HIST202408,2024-01-07,TMIN,2.8,,,synthetic,2024-01
HIST202408,2024-01-07,PRCP,0.0,,,synthetic,2024-01
HIST202409,2024-01-07,TMAX,11.7,,,synthetic,2024-01
HIST202409,2024-01-07,TMIN,0.8,,,synthetic,2024-01
HIST202409,2024-01-07,PRCP,0.0,,,synthetic,2024-01
HIST202410,2024-01-07,TMAX,12.0,,,synthetic,2024-01
HIST202410,2024-01-07,TMIN,2.4,,,synthetic,2024-01
HIST202410,2024-01-07,PRCP,0.0,,,synthetic,2024-01
HIST202411,2024-01-07,TMAX,9.8,,,synthetic,2024-01
HIST202411,2024-01-07,TMIN,-0.7,,,synthetic,2024-01
HIST202411,2024-01-07,PRCP,0.0,,,synthetic,2024-01
HIST202400,2024-01-08,TMAX,11.6,,,synthetic,2024-01
HIST202400,2024-01-08,TMIN,1.0,,,synthetic,2024-01
HIST202400,2024-01-08,PRCP,0.0,,,synthetic,2024-01
HIST202401,2024-01-08,TMAX,11.6,,,synthetic,2024-01
HIST202401,2024-01-08,TMIN,0.9,,,synthetic,2024-01
HIST202401,2024-01-08,PRCP,0.0,,,synthetic,2024-01
HIST202402,2024-01-08,TMAX,12.3,,,synthetic,2024-01
HIST202402,2024-01-08,TMIN,2.0,,,synthetic,2024-01
HIST202402,2024-01-08,PRCP,0.0,,,synthetic,2024-01
HIST202403,2024-01-08,TMAX,13.2,,,synthetic,2024-01
HIST202403,2024-01-08,TMIN,2.9,,,synthetic,2024-01
HIST202403,2024-01-08,PRCP,0.0,,,synthetic,2024-01
HIST202404,2024-01-08,TMAX,14.2,,,synthetic,2024-01
HIST202404,2024-01-08,TMIN,5.7,,,synthetic,2024-01
HIST202404,2024-01-08,PRCP,0.0,,,synthetic,2024-01
HIST202405,2024-01-08,TMAX,14.7,,,synthetic,2024-01
HIST202405,2024-01-08,TMIN,6.2,,,synthetic,2024-01
HIST202405,2024-01-08,PRCP,0.0,,,synthetic,2024-01
HIST202406,2024-01-08,TMAX,11.7,,,synthetic,2024-01
HIST202406,2024-01-08,TMIN,1.5,,,synthetic,2024-01
HIST202406,2024-01-08,PRCP,4.0,,,synthetic,2024-01
HIST202407,2024-01-08,TMAX,15.5,,,synthetic,2024-01
HIST202407,2024-01-08,TMIN,6.0,,,synthetic,2024-01
HIST202407,2024-01-08,PRCP,0.0,,,synthetic,2024-01
HIST202408,2024-01-08,TMAX,14.3,,,synthetic,2024-01
HIST202408,2024-01-08,TMIN,4.3,,,synthetic,2024-01
HIST202408,2024-01-08,PRCP,0.0,,,synthetic,2024-01
HIST202409,2024-01-08,TMAX,12.5,,,synthetic,2024-01
HIST202409,2024-01-08,TMIN,3.7,,,synthetic,2024-01
HIST202409,2024-01-08,PRCP,3.0,,,synthetic,2024-01
HIST202410,2024-01-08,TMAX,11.8,,,synthetic,2024-01
HIST202410,2024-01-08,TMIN,0.8,,,synthetic,2024-01
HIST202410,2024-01-08,PRCP,0.0,,,synthetic,2024-01
HIST202411,2024-01-08,TMAX,18.6,,,synthetic,2024-01
HIST202411,2024-01-08,TMIN,8.4,,,synthetic,2024-01
HIST202411,2024-01-08,PRCP,0.0,,,synthetic,2024-01
HIST202400,2024-01-09,TMAX,14.2,,,synthetic,2024-01
HIST202400,2024-01-09,TMIN,2.3,,,synthetic,2024-01
HIST202400,2024-01-09,PRCP,0.0,,,synthetic,2024-01
HIST202401,2024-01-09,TMAX,15.4,,,synthetic,2024-01
HIST202401,2024-01-09,TMIN,6.5,,,synthetic,2024-01
HIST202401,2024-01-09,PRCP,0.0,,,synthetic,2024-01
HIST202402,2024-01-09,TMAX,11.4,,,synthetic,2024-01
HIST202402,2024-01-09,TMIN,0.6,,,synthetic,2024-01
HIST202402,2024-01-09,PRCP,1.4,,,synthetic,2024-01
HIST202403,2024-01-09,TMAX,12.4,,,synthetic,2024-01
HIST202403,2024-01-09,TMIN,3.8,,,synthetic,2024-01
HIST202403,2024-01-09,PRCP,0.2,,,synthetic,2024-01
HIST202404,2024-01-09,TMAX,14.1,,,synthetic,2024-01
HIST202404,2024-01-09,TMIN,4.1,,,synthetic,2024-01
HIST202404,2024-01-09,PRCP,5.9,,,synthetic,2024-01
HIST202405,2024-01-09,TMAX,12.8,,,synthetic,2024-01
HIST202405,2024-01-09,TMIN,2.6,,,synthetic,2024-01
HIST202405,2024-01-09,PRCP,0.0,,,synthetic,2024-01
HIST202406,2024-01-09,TMAX,9.4,,,synthetic,2024-01
HIST202406,2024-01-09,TMIN,-2.3,,,synthetic,2024-01
HIST202406,2024-01-09,PRCP,0.0,,,synthetic,2024-01
HIST202407,2024-01-09,TMAX,11.7,,,synthetic,2024-01
HIST202407,2024-01-09,TMIN,2.7,,,synthetic,2024-01
HIST202407,2024-01-09,PRCP,0.0,,,synthetic,2024-01
HIST202408,2024-01-09,TMAX,11.2,,,synthetic,2024-01
HIST202408,2024-01-09,TMIN,2.9,,,synthetic,2024-01
HIST202408,2024-01-09,PRCP,0.0,,,synthetic,2024-01
HIST202409,2024-01-09,TMAX,9.6,,,synthetic,2024-01
HIST202409,2024-01-09,TMIN,0.8,,,synthetic,2024-01
HIST202409,2024-01-09,PRCP,0.0,,,synthetic,2024-01
HIST202410,2024-01-09,TMAX,14.4,,,synthetic,2024-01
HIST202410,2024-01-09,TMIN,4.3,,,synthetic,2024-01
HIST202410,2024-01-09,PRCP,0.0,,,synthetic,2024-01
HIST202411,2024-01-09,TMAX,12.3,,,synthetic,2024-01
HIST202411,2024-01-09,TMIN,4.1,,,synthetic,2024-01
HIST202411,2024-01-09,PRCP,0.0,,,synthetic,2024-01
HIST202400,2024-01-10,TMAX,13.3,,,synthetic,2024-01
HIST202400,2024-01-10,TMIN,3.2,,,synthetic,2024-01
HIST202400,2024-01-10,PRCP,0.0,,,synthetic,2024-01
HIST202401,2024-01-10,TMAX,11.4,,,synthetic,2024-01
HIST202401,2024-01-10,TMIN,1.0,,,synthetic,2024-01
HIST202401,2024-01-10,PRCP,0.0,,,synthetic,2024-01
HIST202402,2024-01-10,TMAX,16.8,,,synthetic,2024-01
HIST202402,2024-01-10,TMIN,5.7,,,synthetic,2024-01
HIST202402,2024-01-10,PRCP,0.0,,,synthetic,2024-01
HIST202403,2024-01-10,TMAX,14.3,,,synthetic,2024-01
HIST202403,2024-01-10,TMIN,4.5,,,synthetic,2024-01
HIST202403,2024-01-10,PRCP,2.5,,,synthetic,2024-01
HIST202404,2024-01-10,TMAX,16.4,,,synthetic,2024-01
HIST202404,2024-01-10,TMIN,5.3,,,synthetic,2024-01
HIST202404,2024-01-10,PRCP,7.2,,,synthetic,2024-01
HIST202405,2024-01-10,TMAX,16.2,,,synthetic,2024-01
HIST202405,2024-01-10,TMIN,7.6,,,synthetic,2024-01
HIST202405,2024-01-10,PRCP,0.0,,,synthetic,2024-01
HIST202406,2024-01-10,TMAX,10.9,,,synthetic,2024-01
HIST202406,2024-01-10,TMIN,0.9,,,synthetic,2024-01
HIST202406,2024-01-10,PRCP,0.0,,,synthetic,2024-01
HIST202407,2024-01-10,TMAX,15.1,,,synthetic,2024-01
HIST202407,2024-01-10,TMIN,5.7,,,synthetic,2024-01
HIST202407,2024-01-10,PRCP,4.5,,,synthetic,2024-01
HIST202408,2024-01-10,TMAX,16.9,,,synthetic,2024-01
HIST202408,2024-01-10,TMIN,5.7,,,synthetic,2024-01
HIST202408,2024-01-10,PRCP,0.0,,,synthetic,2024-01
HIST202409,2024-01-10,TMAX,13.7,,,synthetic,2024-01
HIST202409,2024-01-10,TMIN,3.7,,,synthetic,2024-01
HIST202409,2024-01-10,PRCP,0.0,,,synthetic,2024-01
HIST202410,2024-01-10,TMAX,16.2,,,synthetic,2024-01
HIST202410,2024-01-10,TMIN,6.3,,,synthetic,2024-01
HIST202410,2024-01-10,PRCP,0.0,,,synthetic,2024-01
HIST202411,2024-01-10,TMAX,12.9,,,synthetic,2024-01
HIST202411,2024-01-10,TMIN,4.3,,,synthetic,2024-01
HIST202411,2024-01-10,PRCP,3.2,,,synthetic,2024-01
HIST202400,2024-01-11,TMAX,13.7,,,synthetic,2024-01
HIST202400,2024-01-11,TMIN,2.2,,,synthetic,2024-01
HIST202400,2024-01-11,PRCP,0.0,,,synthetic,2024-01
HIST202401,2024-01-11,TMAX,11.3,,,synthetic,2024-01
HIST202401,2024-01-11,TMIN,0.2,,,synthetic,2024-01
HIST202401,2024-01-11,PRCP,6.3,,,synthetic,2024-01
HIST202402,2024-01-11,TMAX,12.4,,,synthetic,2024-01
HIST202402,2024-01-11,TMIN,1.2,,,synthetic,2024-01
HIST202402,2024-01-11,PRCP,1.7,,,synthetic,2024-01
HIST202403,2024-01-11,TMAX,14.7,,,synthetic,2024-01
HIST202403,2024-01-11,TMIN,3.8,,,synthetic,2024-01
HIST202403,2024-01-11,PRCP,0.0,,,synthetic,2024-01
HIST202404,2024-01-11,TMAX,15.0,,,synthetic,2024-01
HIST202404,2024-01-11,TMIN,5.7,,,synthetic,2024-01
HIST202404,2024-01-11,PRCP,0.0,,,synthetic,2024-01
HIST202405,2024-01-11,TMAX,15.8,,,synthetic,2024-01
HIST202405,2024-01-11,TMIN,6.6,,,synthetic,2024-01
HIST202405,2024-01-11,PRCP,0.0,,,synthetic,2024-01
HIST202406,2024-01-11,TMAX,14.6,,,synthetic,2024-01
HIST202406,2024-01-11,TMIN,6.2,,,synthetic,2024-01
HIST202406,2024-01-11,PRCP,6.1,,,synthetic,2024-01
HIST202407,2024-01-11,TMAX,16.6,,,synthetic,2024-01
HIST202407,2024-01-11,TMIN,7.0,,,synthetic,2024-01
HIST202407,2024-01-11,PRCP,0.0,,,synthetic,2024-01
HIST202408,2024-01-11,TMAX,17.8,,,synthetic,2024-01
HIST202408,2024-01-11,TMIN,8.3,,,synthetic,2024-01
HIST202408,2024-01-11,PRCP,0.0,,,synthetic,2024-01
HIST202409,2024-01-11,TMAX,10.1,,,synthetic,2024-01
HIST202409,2024-01-11,TMIN,1.4,,,synthetic,2024-01
HIST202409,2024-01-11,PRCP,0.0,,,synthetic,2024-01
HIST202410,2024-01-11,TMAX,15.8,,,synthetic,2024-01
HIST202410,2024-01-11,TMIN,3.9,,,synthetic,2024-01
HIST202410,2024-01-11,PRCP,1.2,,,synthetic,2024-01
HIST202411,2024-01-11,TMAX,13.4,,,synthetic,2024-01
HIST202411,2024-01-11,TMIN,5.1,,,synthetic,2024-01
HIST202411,2024-01-11,PRCP,0.0,,,synthetic,2024-01
HIST202400,2024-01-12,TMAX,11.1,,,synthetic,2024-01
HIST202400,2024-01-12,TMIN,2.0,,,synthetic,2024-01
HIST202400,2024-01-12,PRCP,0.0,,,synthetic,2024-01
HIST202401,2024-01-12,TMAX,12.9,,,synthetic,2024-01
HIST202401,2024-01-12,TMIN,2.2,,,synthetic,2024-01
HIST202401,2024-01-12,PRCP,0.0,,,synthetic,2024-01
HIST202402,2024-01-12,TMAX,19.5,,,synthetic,2024-01
HIST202402,2024-01-12,TMIN,9.0,,,synthetic,2024-01
HIST202402,2024-01-12,PRCP,0.0,,,synthetic,2024-01
HIST202403,2024-01-12,TMAX,13.3,,,synthetic,2024-01
HIST202403,2024-01-12,TMIN,2.9,,,synthetic,2024-01
HIST202403,2024-01-12,PRCP,0.0,,,synthetic,2024-01
HIST202404,2024-01-12,TMAX,15.8,,,synthetic,2024-01
